"编号","类别","中文文案","中文来源","源码原文","出现位置","审核意见"
"NT0192","错误与失败提示","快捷命令执行失败","中文审核译文；当前源码为英文","Quick command failed","src/components/content/ThreadTerminalPanel.vue:487",""
"NT0193","错误与失败提示","扩展读取失败","现有中文/翻译","扩展读取失败","src/components/content/DirectoryHub.vue:234",""
"NT0194","错误与失败提示","临时错误","现有中文/翻译","Temporary error","src/App.vue:2517",""
"NT0195","错误与失败提示","命令执行失败","现有中文/翻译","命令执行失败","src/App.vue:3540",""
"NT0196","错误与失败提示","模型目录读取失败","现有中文/翻译","模型目录读取失败","src/api/modelCatalog.ts:48",""
"NT0197","错误与失败提示","目标读取失败","现有中文/翻译","持续目标读取失败","src/composables/useThreadGoals.ts:57",""
"NT0198","错误与失败提示","目标读取失败，显示的状态可能已过期。","现有中文/翻译","持续目标读取失败，显示的状态可能已过期。","src/composables/useThreadGoals.ts:42",""
"NT0199","错误与失败提示","能力检测失败","现有中文/翻译","能力检测失败","src/App.vue:1459",""
"NT0200","错误与失败提示","启动 Codex 登录失败","现有中文/翻译","Failed to start Codex login","src/api/codexGateway.ts:1456；src/api/codexGateway.ts:1463",""
"NT0201","错误与失败提示","启动会话 {变量1} 的回合失败。","中文审核译文；当前源码为英文模板","Failed to start turn for thread {变量1}","src/api/codexGateway.ts:2004",""
"NT0202","错误与失败提示","启动新会话失败。","中文审核译文；当前源码为英文","Failed to start a new thread","src/api/codexGateway.ts:1748",""
"NT0203","错误与失败提示","切换分支失败。","中文审核译文；当前源码为英文","Failed to switch branch","src/App.vue:3807；src/api/codexGateway.ts:2712；src/server/codexAppServerBridge.ts:8855",""
"NT0204","错误与失败提示","请求会话历史分页失败：{变量1}","中文审核译文；当前源码为英文模板","Older thread page request failed with {变量1}","src/api/codexGateway.ts:786",""
"NT0205","错误与失败提示","请求失败，HTTP {变量1}。","中文审核译文；当前源码为英文模板","Request failed with HTTP {变量1}","src/composables/useFeedbackDiagnostics.ts:135",""
"NT0206","错误与失败提示","任务读取失败，请重试。","现有中文/翻译","任务读取失败，请重试。","src/api/tasks.ts:8",""
"NT0207","错误与失败提示","任务摘录读取失败。","现有中文/翻译","任务摘录读取失败。","src/api/tasks.ts:29；src/server/codexAppServerBridge.ts:8032",""
"NT0208","错误与失败提示","沙箱模式无效：{变量1}","中文审核译文；当前源码为英文模板","Invalid sandbox mode: {变量1}","src/cli/index.ts:390",""
"NT0209","错误与失败提示","删除会话自动化失败。","中文审核译文；当前源码为英文","Failed to delete thread automation","src/api/codexGateway.ts:1262",""
"NT0210","错误与失败提示","删除项目自动化失败。","中文审核译文；当前源码为英文","Failed to delete project automation","src/api/codexGateway.ts:1274；src/components/sidebar/SidebarThreadTree.vue:2380",""
"NT0211","错误与失败提示","上下文压缩失败","现有中文/翻译","上下文压缩失败","src/compaction.ts:11",""
"NT0212","错误与失败提示","设置保存失败，请检查浏览器存储后重试。","现有中文/翻译","设置保存失败，请检查浏览器存储后重试。","src/webConversationPreferences.ts:32",""
"NT0213","错误与失败提示","设置已保存，读取有效状态失败：{变量1}","现有中文/翻译","设置已保存，读取有效状态失败：{变量1}","src/components/content/SkillsHub.vue:322",""
"NT0214","错误与失败提示","审批策略无效：{变量1}","中文审核译文；当前源码为英文模板","Invalid approval policy: {变量1}","src/cli/index.ts:397",""
"NT0215","错误与失败提示","生成建议：项目名称失败。","中文审核译文；当前源码为英文","Failed to suggest project name","src/api/codexGateway.ts:3171",""
"NT0216","错误与失败提示","使工具调用失败","现有中文/翻译","Fail Tool Call","src/components/content/ThreadPendingRequestPanel.vue:217",""
"NT0217","错误与失败提示","输出读取失败","现有中文/翻译","输出读取失败","src/components/content/ThreadProcessPanel.vue:201",""
"NT0218","错误与失败提示","搜索会话失败。","中文审核译文；当前源码为英文","Failed to search threads","src/api/codexGateway.ts:3236",""
"NT0219","错误与失败提示","搜索技能失败。","中文审核译文；当前源码为英文","Failed to search skills","src/components/content/SkillsHub.vue:254；src/server/skillsRoutes.ts:568",""
"NT0220","错误与失败提示","搜索失败，请重试。","现有中文/翻译","搜索失败，请重试。","src/App.vue:2197",""
"NT0221","错误与失败提示","搜索失败。","现有中文/翻译","搜索失败。","src/components/content/TaskSearchDialog.vue:80",""
"NT0222","错误与失败提示","搜索文件失败。","中文审核译文；当前源码为英文","Failed to search files","src/api/codexGateway.ts:3202；src/server/codexAppServerBridge.ts:9342",""
"NT0223","错误与失败提示","所选账号模型目录读取失败","现有中文/翻译","所选账号模型目录读取失败","src/components/sidebar/SidebarThreadTree.vue:1091",""
"NT0224","错误与失败提示","所选账号模型目录读取失败，请重新选择账号重试。","现有中文/翻译","所选账号模型目录读取失败，请重新选择账号重试。","src/components/sidebar/SidebarThreadTree.vue:1095",""
"NT0225","错误与失败提示","听写失败。","现有中文/翻译","Dictation failed.","src/components/content/ThreadComposer.vue:558",""
"NT0226","错误与失败提示","同步激活计划时区失败，请重试。","现有中文/翻译","同步激活计划时区失败，请重试。","src/App.vue:1022",""
"NT0227","错误与失败提示","完成 Codex 登录失败","现有中文/翻译","Failed to complete Codex login","src/api/codexGateway.ts:1476；src/api/codexGateway.ts:1483",""
"NT0228","错误与失败提示","网络错误","中文审核译文；当前源码为英文","Network error","src/api/codexGateway.ts:1663",""
"NT0229","错误与失败提示","为会话 {变量1} 创建分支失败。","中文审核译文；当前源码为英文模板","Failed to fork thread {变量1}","src/api/codexGateway.ts:1796；src/api/codexGateway.ts:1825",""
"NT0230","错误与失败提示","未找到 Codex CLI，正在从 npm 安装官方 Codex CLI…","中文审核译文；当前源码为英文","Codex CLI not found. Installing official Codex CLI from npm...","src/cli/index.ts:86",""
"NT0231","错误与失败提示","未找到 Codex CLI，正在从 npm 安装兼容 Termux 的 Codex CLI…","中文审核译文；当前源码为英文","Codex CLI not found. Installing Termux-compatible Codex CLI from npm...","src/cli/index.ts:78",""
"NT0232","错误与失败提示","未找到 Codex CLI。请安装 @openai/codex 或设置 CODEXUI_CODEX_COMMAND。","中文审核译文；当前源码为英文","Codex CLI not found. Install @openai/codex or set CODEXUI_CODEX_COMMAND.","src/composables/useDesktopState.ts:114",""
"NT0233","错误与失败提示","未知应用错误","中文审核译文；当前源码为英文","Unknown application error","src/composables/useDesktopState.ts:4585；src/composables/useDesktopState.ts:4757；src/composables/useDesktopState.ts:4772；src/composables/useDesktopState.ts:4790；src/composables/useDesktopState.ts:4823；src/composables/useDesktopState.ts:4838；src/composables/useDesktopState.ts:4868；src/composables/useDesktopState.ts:5003；src/composables/useDesktopState.ts:5091；src/composables/useDesktopState.ts:5107",""
"NT0234","错误与失败提示","无法绑定指定端口时退出并报错","中文审核译文；当前源码为英文","fail when the requested port cannot be bound","src/cli/index.ts:343",""
"NT0235","错误与失败提示","无法创建工作树。请重试，或切换到本地项目。","现有中文/翻译","Unable to create worktree. Try again or switch to Local project.","src/App.vue:5082",""
"NT0236","错误与失败提示","无法确定新文件夹的创建位置。","中文审核译文；当前源码为英文","Unable to determine where the new folder should be created.","src/App.vue:4150",""
"NT0237","错误与失败提示","写入校验失败","中文审核译文；当前源码为英文","write verification failed","src/api/deliveryOutbox.ts:81",""
"NT0238","错误与失败提示","卸载失败","中文审核译文；当前源码为英文","Uninstall failed","src/components/content/SkillsHub.vue:299",""
"NT0239","错误与失败提示","续跑标记保存或读取失败，请重试。","现有中文/翻译","续跑标记保存或读取失败，请重试。","src/composables/useQuotaResume.ts:13",""
"NT0240","错误与失败提示","应用审查操作失败","现有中文/翻译","Failed to apply review action","src/api/codexGateway.ts:2854；src/components/content/ReviewPane.vue:813；src/server/reviewGit.ts:1024",""
"NT0241","错误与失败提示","运行 codexui 失败：{变量1}","中文审核译文；当前源码为英文模板","Failed to run codexui: {变量1}","src/cli/index.ts:410",""
"NT0242","错误与失败提示","运行会话自动化失败。","中文审核译文；当前源码为英文","Failed to run thread automation","src/api/codexGateway.ts:1286",""
"NT0243","错误与失败提示","暂时异常","现有中文/翻译","暂时异常","src/components/api-proxy/ApiProxyPanel.vue:204",""
"NT0244","错误与失败提示","中断会话 {变量1} 的回合失败。","中文审核译文；当前源码为英文模板","Failed to interrupt turn for thread {变量1}","src/api/codexGateway.ts:2019",""
"NT0245","错误与失败提示","中断活动回合失败。","中文审核译文；当前源码为英文","Failed to interrupt active turn","src/composables/useDesktopState.ts:5256",""
"NT0246","错误与失败提示","终端错误","中文审核译文；当前源码为英文","Terminal error","src/components/content/ThreadTerminalPanel.vue:277",""
